objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,197.8019513,0.596551553,17.46614,16.44113,16.12748,16.02545,15.98416,752,301,5,362,8.39491E+18,STAR,9.94E-06,7456,56727,721
1.23765E+18,198.5783399,0.596727714,18.73976,17.8667,17.57418,17.46029,17.43071,752,301,5,367,8.39494E+18,STAR,0.000744814,7456,56727,845
1.23767E+18,199.6243297,32.9788559,19.04911,17.34433,16.63196,16.36415,16.21893,4576,301,1,530,3.80229E+18,STAR,-4.61E-05,3377,54950,470
1.23766E+18,125.9294537,27.66401241,19.30571,17.2118,16.36648,16.08595,15.92806,3606,301,4,14,1.42658E+18,STAR,-7.69E-05,1267,52932,234
1.23766E+18,231.4745693,51.6136579,18.66582,17.07443,16.84979,16.5805,16.36671,3225,301,6,129,9.45216E+18,QSO,2.868036,8395,57834,838
1.23766E+18,132.6085548,55.19531663,18.33301,16.94531,16.81998,16.82485,16.92159,3600,301,2,21,3.56576E+18,STAR,0.000131088,3167,54822,114
1.23766E+18,167.6675848,40.9669468,18.96536,18.85525,18.71097,18.80771,18.84324,3893,301,3,88,1.61807E+18,QSO,0.9602621,1437,53046,559
1.23765E+18,5.624697873,-9.769159311,18.60265,17.65566,17.24067,17.04872,16.99543,1740,301,4,59,2.15285E+18,STAR,-0.000610911,1912,53293,468
1.23767E+18,143.3768909,13.70267207,18.78127,17.24243,16.44284,16.00007,15.7222,5972,301,5,187,2.90492E+18,GALAXY,0.08222427,2580,54092,345
1.23767E+18,122.0796527,9.038213476,18.93559,17.11641,16.1935,15.77591,15.45049,5935,301,3,36,2.72356E+18,GALAXY,0.09162057,2419,54139,32
1.23766E+18,200.2440297,46.90926805,18.75217,17.39595,16.79439,16.51233,16.32721,3699,301,5,91,1.6451E+18,GALAXY,0.1524753,1461,53062,585
1.23767E+18,170.8584497,27.96633608,19.37818,17.61561,17.02525,16.69664,16.46645,5112,301,6,398,2.49514E+18,GALAXY,0.03334112,2216,53795,526
1.23766E+18,145.4641036,31.89624242,19.41088,18.90021,18.82297,18.86717,18.70602,4518,301,6,124,6.53705E+18,QSO,2.522975,5806,56310,280
1.23766E+18,217.431076,33.61852986,18.97667,17.90089,17.40725,17.06044,16.91401,4512,301,5,125,2.07289E+18,GALAXY,0.08413629,1841,53491,379
1.23767E+18,139.0311907,17.73438254,17.35831,15.54456,14.6947,14.27752,13.9323,5137,301,3,174,2.74619E+18,GALAXY,0.02817199,2439,53795,422
1.23766E+18,343.9759301,14.15951632,19.41106,18.19849,17.52628,17.16265,16.87191,2566,301,4,205,8.35514E+17,GALAXY,0.1308122,742,52263,351
1.23765E+18,140.6078064,-1.254846977,16.95393,16.07722,15.82237,15.72465,15.71865,1239,301,1,135,4.24041E+18,STAR,0.000195959,3766,55213,986
1.23765E+18,205.997319,-0.081586182,19.29869,17.74858,16.79556,16.34897,15.99568,1404,301,3,47,3.37855E+17,GALAXY,0.1457841,300,51943,311
1.23766E+18,194.2928483,4.594627063,19.44951,18.86805,18.13116,17.71706,17.48644,2247,301,3,223,9.54795E+17,QSO,0.2319664,848,52669,114
1.23768E+18,3.240409074,2.889118843,18.20714,17.23852,16.88378,16.76619,16.75089,7712,301,4,351,8.8419E+18,STAR,-5.68E-05,7853,56988,741
1.23767E+18,154.910221,21.24063442,18.2932,17.29227,16.87876,16.72031,16.52973,5137,301,2,276,2.66279E+18,GALAXY,0.01798549,2365,53739,117
1.23767E+18,123.7141212,43.44014548,19.57009,19.17313,18.96527,18.82801,18.89609,6573,301,6,257,6.15923E+17,QSO,1.47117,547,51959,204
1.23767E+18,124.3354942,43.45859835,19.32204,18.2991,17.92365,17.76,17.69167,6573,301,6,260,9.32023E+18,STAR,0.000305814,8278,56990,114
1.23767E+18,35.69520981,23.51342011,19.14997,17.61808,16.89963,16.62778,16.46451,5934,301,6,85,3.64913E+18,STAR,-0.000189283,3241,54884,314
1.23767E+18,36.29656333,24.82436019,17.1531,15.96265,15.74735,15.69537,15.70901,5934,301,6,94,3.64913E+18,STAR,2.94E-06,3241,54884,332
1.23766E+18,173.9021042,4.160199845,19.3288,18.50013,18.26982,17.89451,17.87831,2247,301,2,88,9.4238E+17,GALAXY,0.08197396,837,52642,5
1.23766E+18,198.530817,4.225086391,19.53876,18.11942,17.33713,16.93766,16.63413,2247,301,2,252,9.57016E+17,GALAXY,0.1131941,850,52338,3
1.23766E+18,168.801485,4.022884341,18.65169,16.80491,16.03215,15.64248,15.33452,2247,301,2,54,9.40162E+17,GALAXY,0.03819191,835,52326,131
1.23766E+18,175.4130891,4.207755446,19.41034,17.45159,16.40842,15.97976,15.62599,2247,301,2,98,9.4352E+17,GALAXY,0.1258795,838,52378,56
1.23766E+18,211.969177,-1.810748897,19.0744,17.47849,16.80219,16.56408,16.44966,2334,301,4,108,1.03142E+18,STAR,-0.00013047,916,52378,354
1.23767E+18,38.03004466,26.79926262,17.25147,16.06676,15.64,15.47334,15.39846,5934,301,5,111,2.67866E+18,STAR,-0.000243396,2379,53762,509
1.23767E+18,39.23526565,25.83541952,17.42823,16.20582,15.77392,15.59309,15.52503,5817,301,2,128,2.67868E+18,STAR,-3.70E-05,2379,53762,612
1.23765E+18,155.5731246,2.313473574,19.41044,17.58023,16.61988,16.06734,15.66892,1462,301,4,202,5.66479E+17,GALAXY,0.07674001,503,51999,551
1.23766E+18,9.289211993,-1.188366138,19.22952,18.09769,17.77046,17.59021,17.48909,4263,301,1,178,7.76931E+17,GALAXY,0.01360298,690,52261,218
1.23766E+18,253.4350873,18.99966312,18.26101,16.19948,15.37064,15.04637,14.92297,3927,301,4,186,1.76543E+18,STAR,-0.000115119,1568,53169,58
1.23767E+18,195.6230586,29.20963775,18.35406,17.16209,16.54464,16.21008,15.94724,4649,301,3,88,2.26434E+18,GALAXY,0.08903231,2011,53499,571
1.23767E+18,208.8787377,27.51705505,18.64778,17.39517,16.89641,16.63204,16.46848,4649,301,3,166,2.3847E+18,GALAXY,0.0630784,2118,53820,176
1.23767E+18,213.9746407,26.44144909,18.87518,17.66352,17.19225,16.97824,16.7789,4649,301,3,198,2.39484E+18,GALAXY,0.03553091,2127,53859,176
1.23765E+18,9.013141871,-10.92820975,18.07568,16.35721,15.7689,15.52802,15.44613,1740,301,1,81,3.49592E+18,STAR,-2.62E-05,3105,54825,5
1.23765E+18,244.8627442,51.55685657,19.11785,17.93888,17.55487,17.32153,17.18597,1412,301,5,386,7.01452E+17,GALAXY,0.02979619,623,52051,58
1.23766E+18,37.59057078,-1.175258223,18.85602,17.45436,16.69579,16.24319,15.95419,4263,301,1,367,4.58276E+17,GALAXY,0.07991479,407,51820,125
1.23767E+18,16.54820206,-0.616988899,17.47933,15.95861,15.2344,14.83781,14.56005,4858,301,2,465,4.45885E+17,GALAXY,0.07363261,396,51816,104
1.23767E+18,202.0168079,33.59319799,16.74164,15.7557,15.38398,15.25091,15.13692,4552,301,3,195,2.244E+18,GALAXY,0.0246556,1993,53762,285
1.23766E+18,30.42165944,0.987017536,18.45942,17.54982,17.31777,17.22951,17.21263,4263,301,6,319,8.25533E+18,STAR,-0.000606454,7332,56683,834
1.23767E+18,154.986788,15.90106763,19.19758,18.22691,17.68914,17.3899,17.25322,5972,301,5,264,2.91395E+18,GALAXY,0,2588,54174,441
1.23766E+18,183.2162793,61.96356418,19.2206,17.59908,16.85457,16.45058,16.14363,2304,301,2,192,8.77129E+17,GALAXY,0.06605754,779,52342,191
1.23768E+18,355.406377,8.920723825,19.06518,17.51967,16.8359,16.54519,16.38437,7880,301,1,12,2.95227E+18,STAR,-8.57E-05,2622,54095,591
1.23767E+18,249.8827721,62.58760966,19.47351,18.41722,18.08565,17.92046,17.89041,6122,301,2,104,2.88231E+18,STAR,-0.00109557,2560,54205,23
1.23767E+18,230.9557679,57.94158342,17.69714,16.74141,16.41902,16.30571,16.28973,6122,301,2,34,9.48255E+18,STAR,-0.000598323,8422,58219,794
1.23766E+18,52.42880064,0.858115613,19.34558,17.79893,17.15608,16.88271,16.7417,3438,301,6,150,2.30707E+18,STAR,-0.00011618,2049,53350,375
1.23766E+18,202.88792,36.53838768,18.69135,17.55019,17.18399,16.94552,16.911,4512,301,4,43,2.36666E+18,GALAXY,0.0720675,2102,54115,59
1.23768E+18,11.09470508,11.90132272,19.29361,18.35319,18.02509,17.88756,17.84319,7773,301,2,383,6.98639E+18,STAR,-0.000979037,6205,56187,658
1.23766E+18,359.4480169,28.40319938,16.68575,15.08133,14.44871,14.20391,14.11298,4152,301,1,103,3.156E+18,STAR,-0.000185761,2803,54368,381
1.23766E+18,359.6679347,27.67352004,18.56845,17.58784,17.32933,17.2029,17.20327,4152,301,1,108,3.15597E+18,STAR,-0.000354844,2803,54368,262
1.23766E+18,142.6858134,30.72544821,17.6981,16.48241,16.08334,15.92702,15.87866,4518,301,6,106,3.28096E+18,STAR,-0.000254339,2914,54533,331
1.23767E+18,139.0904085,12.09261557,17.36968,16.46871,16.15345,16.04601,16.02178,5972,301,3,158,5.9707E+18,STAR,7.55E-05,5303,55980,188
1.23766E+18,235.047486,39.77527764,18.9046,17.97355,17.71139,17.63591,17.60275,3918,301,3,247,9.5893E+18,STAR,-0.000205469,8517,57899,29
1.23766E+18,194.5507016,7.595579118,19.44064,18.04133,17.22721,16.77599,16.45007,3841,301,4,198,2.01778E+18,GALAXY,0.1261456,1792,54270,594
1.23766E+18,127.4004907,28.00900579,19.5846,18.34648,17.73803,17.33016,17.07955,3606,301,3,22,1.42667E+18,GALAXY,0.1243285,1267,52932,549
1.23768E+18,334.8533881,2.407795022,18.46065,18.34158,18.10519,18.05034,17.77084,7712,301,4,161,1.03224E+19,QSO,0.2852511,9168,58067,670
1.23766E+18,167.4512945,41.00147308,19.04665,16.8364,15.94672,15.63084,15.47895,3893,301,3,87,3.74479E+18,STAR,6.51E-05,3326,54943,171
1.23767E+18,180.5305604,22.28504404,19.57286,17.82233,16.94332,16.54862,16.24662,5183,301,3,321,2.9758E+18,GALAXY,0.1092099,2643,54208,171
1.23767E+18,280.6133116,63.85226201,17.55076,16.24891,15.80775,15.65643,15.60185,6162,301,3,199,2.87333E+18,STAR,-0.00011153,2552,54632,116
1.23765E+18,19.63338616,-10.24009707,16.95012,15.82798,15.72727,15.7284,15.80704,1740,301,2,151,3.2077E+18,STAR,1.72E-05,2849,54454,47
1.23766E+18,148.7883179,5.728218793,18.99444,18.03411,17.77972,17.58567,17.53784,2986,301,3,202,1.11917E+18,GALAXY,0.02379279,994,52725,75
1.23766E+18,229.1137656,38.12905261,18.97309,17.10979,16.31868,15.96147,15.68308,3699,301,4,243,1.57517E+18,GALAXY,0.05605371,1399,53172,114
1.23767E+18,144.8621478,15.9885176,19.03375,18.09074,17.65721,17.48623,17.40199,5935,301,5,191,1.07896E+19,STAR,-9.91E-05,9583,57809,454
1.23766E+18,142.0295013,35.67796376,19.41587,18.15214,17.73289,17.50828,17.3958,3606,301,2,120,1.43443E+18,GALAXY,0.05388631,1274,52995,116
1.23766E+18,153.294236,51.90727042,18.13793,16.66525,16.02577,15.65964,15.40851,2831,301,1,85,1.1339E+18,GALAXY,0.04166771,1007,52706,443
1.23765E+18,200.6296712,-0.190190188,19.33533,18.79966,18.25171,17.87067,17.71314,1404,301,3,11,3.34479E+17,QSO,0.1727621,297,51959,315
1.23767E+18,166.2267246,-16.20344347,19.28379,17.18316,16.29942,15.92555,15.70871,5976,301,5,60,3.02879E+18,STAR,0.001241345,2690,54211,433
1.23766E+18,243.0536161,35.86658607,18.82162,17.70004,17.33078,17.123,16.99627,3964,301,6,196,1.18903E+18,GALAXY,0.03179462,1056,52764,284
1.23767E+18,232.1099863,11.5833311,19.54989,18.23922,17.6596,17.32928,17.07072,5322,301,2,150,3.1008E+18,GALAXY,0.08616884,2754,54240,270
1.23766E+18,143.424243,10.37189997,19.15151,18.97799,18.78815,18.59226,18.28844,4344,301,1,30,5.97968E+18,QSO,2.077303,5311,55956,104
1.23765E+18,14.10967149,-10.33339607,19.54055,17.70835,16.87931,16.49197,16.18442,1740,301,2,115,7.39735E+17,GALAXY,0.05616059,657,52177,68
1.23766E+18,247.056134,28.9180077,17.6847,16.17276,15.3944,14.99405,14.70746,3965,301,3,124,1.59994E+18,GALAXY,0.07832164,1421,53149,146
1.23767E+18,212.9612856,24.5106902,18.19855,18.17008,17.98443,18.21399,18.2412,4670,301,3,104,2.39602E+18,QSO,1.024695,2128,53800,392
1.23765E+18,175.25603,5.260261493,17.40194,16.23396,15.71548,15.40716,15.18465,2126,301,4,374,9.44728E+17,GALAXY,0.03187859,839,52373,356
1.23765E+18,184.9663362,5.254928358,18.32689,16.41646,15.50459,15.07249,14.74988,2126,301,4,439,9.50424E+17,GALAXY,0.07497498,844,52378,598
1.23765E+18,241.067311,53.42769716,18.81936,17.53505,17.0288,16.82453,16.75036,1412,301,3,367,2.45005E+18,STAR,-5.98E-05,2176,54243,329
1.23766E+18,144.2190811,34.66283259,18.62746,17.67552,17.32965,17.18769,17.02321,3647,301,3,49,1.79476E+18,GALAXY,0.02355232,1594,52992,280
1.23768E+18,32.16129156,-4.143289278,17.79691,16.78882,16.44131,16.31321,16.26261,7865,301,4,129,1.04958E+19,STAR,-9.56E-05,9322,57742,435
1.23768E+18,37.17666511,-3.870645031,18.93869,17.91941,17.52353,17.39964,17.31868,7865,301,4,163,7.17113E+18,STAR,-7.14E-05,6369,56217,988
1.23768E+18,37.86662067,-3.905948877,19.04492,18.16155,17.82473,17.66772,17.61887,7865,301,4,167,1.04923E+19,STAR,0.000418603,9319,58043,157
1.23766E+18,109.8130522,41.1467902,18.1173,16.78572,16.21182,15.92975,15.75257,4264,301,5,28,2.09876E+18,GALAXY,0.02765727,1864,53313,284
1.23766E+18,142.6034706,67.7070342,17.42521,16.01591,15.32335,14.96298,14.68736,4264,301,5,241,2.11457E+18,GALAXY,0.02117227,1878,54474,478
1.23767E+18,349.362996,19.15403376,18.03823,16.93615,16.53168,16.36271,16.29731,6366,301,4,128,8.56489E+18,STAR,-0.000202379,7607,56902,620
1.23766E+18,226.5207817,44.44575408,17.89694,16.68192,16.23829,16.07463,16.01217,3964,301,4,94,3.81685E+18,STAR,-1.01E-05,3390,54945,195
1.23767E+18,259.423008,-13.91732416,18.0784,16.35763,15.57143,15.26223,15.09627,5384,301,2,108,2.85423E+18,STAR,-5.29E-05,2535,54632,253
1.23767E+18,106.766471,39.73238349,19.44836,17.7827,17.08159,16.80251,16.65122,6573,301,5,169,3.31365E+18,STAR,-5.95E-05,2943,54502,476
1.23766E+18,231.0745885,10.25734028,19.14183,19.1728,19.02157,18.93734,19.00591,3972,301,3,48,1.93657E+18,QSO,1.437524,1720,53854,75
1.23767E+18,0.290737116,-3.898916678,17.77719,16.05596,15.40725,15.18724,15.10808,6361,301,3,22,2.95445E+18,STAR,1.27E-05,2624,54380,339
1.23767E+18,108.4533972,40.30373945,17.38414,16.19644,15.81584,15.69143,15.63911,6573,301,5,178,3.60861E+18,STAR,-0.000105226,3205,54848,349
1.23766E+18,234.7976019,53.1317531,18.77882,17.30206,16.54876,16.10734,15.85938,2248,301,2,46,8.95263E+17,GALAXY,0.1223733,795,52378,629
1.23766E+18,5.905363716,35.02509591,17.82602,16.45018,15.74049,15.75101,15.60773,3367,301,2,29,1.65284E+18,STAR,-6.26E-05,1468,52999,71
1.23765E+18,121.2584607,41.59693139,19.41194,17.45494,16.505,16.06815,15.72626,2076,301,5,118,6.1373E+17,GALAXY,0.08392853,545,52202,418
1.23765E+18,119.4839028,39.93012953,19.32464,18.25022,17.83337,17.48143,17.33298,2076,301,5,104,6.12589E+17,GALAXY,0.06573764,544,52201,362
1.23766E+18,251.8552892,30.81693692,18.00764,16.46286,15.80555,15.5412,15.40606,3705,301,2,343,3.91816E+18,STAR,0.000351705,3480,54999,92
1.23767E+18,211.1534471,27.02806697,19.41629,17.37677,16.32791,15.85893,15.54615,4649,301,3,180,2.38694E+18,GALAXY,0.1383203,2120,53852,120
1.23768E+18,330.8773959,1.707671719,19.59518,19.39183,19.15234,19.28842,19.31075,7717,301,3,135,1.03202E+19,QSO,1.04012,9166,58051,776
1.23766E+18,334.0409764,68.66189503,19.04761,17.06436,15.98365,15.46282,15.07768,4134,301,2,189,2.85645E+18,STAR,-0.000253702,2537,53917,163
1.23767E+18,140.1321184,16.4129678,17.78203,16.89709,16.61537,16.48792,16.47949,5194,301,4,179,2.74609E+18,STAR,0.000157446,2439,53795,58
1.23767E+18,259.4620377,64.04939896,18.12626,16.29024,15.65067,15.42869,15.33103,6162,301,3,137,2.87225E+18,STAR,-0.000139584,2551,54552,293
1.23766E+18,130.3551314,30.42555625,18.91782,17.79582,17.34079,16.93935,16.82496,3606,301,4,46,1.4289E+18,GALAXY,0.1017541,1269,52937,478
1.23766E+18,198.8435028,46.26783862,19.44886,17.30294,16.26596,15.82359,15.54311,3699,301,3,85,1.64499E+18,STAR,-7.73E-05,1461,53062,195
1.23765E+18,120.8797015,40.56555119,19.4752,18.99638,18.94798,18.79771,18.7284,2076,301,4,112,6.13736E+17,QSO,0.6830955,545,52202,439
1.23765E+18,192.9834656,-2.077559656,16.04559,14.74071,14.08123,13.73283,13.4667,1140,301,4,268,3.79556E+17,GALAXY,0.0228804,337,51997,466
1.23766E+18,241.3216587,38.21900853,19.40149,18.23352,17.61544,17.25401,16.98331,3180,301,3,223,1.18787E+18,GALAXY,0.1032214,1055,52761,175
1.23766E+18,138.7418961,29.84272393,17.79103,16.63478,16.19296,15.94348,15.80097,4335,301,3,190,2.17991E+18,GALAXY,0.02094383,1936,53330,598
1.23768E+18,331.9119492,2.460625678,18.737,17.79608,17.52375,17.43009,17.4432,7712,301,4,142,1.03203E+19,STAR,-0.000116844,9166,58051,951
1.23765E+18,187.7993466,-2.217813376,18.67892,17.06117,16.30938,15.90799,15.62474,1140,301,4,233,3.76211E+17,GALAXY,0.08386572,334,51993,583
1.23766E+18,117.315221,28.11134657,18.88225,19.06618,19.52733,19.85471,20.21214,2864,301,6,63,5.01254E+18,STAR,0.000122968,4452,55536,138
1.23767E+18,247.0651526,62.71751957,15.565,14.4595,14.2344,14.17109,14.16196,6162,301,3,99,2.87109E+18,STAR,-0.000266264,2550,54206,172
1.23766E+18,197.1077466,46.96825614,19.04514,17.811,17.39443,17.16967,17.019,3699,301,4,76,1.64282E+18,GALAXY,0.02988731,1459,53117,486
1.23766E+18,197.9830815,46.90717192,17.18407,15.26311,14.42799,14.02123,13.71263,3699,301,4,80,1.64285E+18,GALAXY,0.02830498,1459,53117,572
1.23766E+18,200.3248916,46.53785761,18.64444,16.80022,15.94989,15.55113,15.22111,3699,301,4,91,1.64729E+18,GALAXY,0.05782904,1463,53063,352
1.23765E+18,128.9343987,52.67597844,17.88541,16.84028,16.43225,16.10857,15.93644,1402,301,2,158,4.99928E+17,GALAXY,0.05777314,444,51883,105
1.23766E+18,205.2354816,58.53914951,18.94933,17.75194,17.25803,16.94031,16.81287,2243,301,4,406,1.0809E+18,GALAXY,0.08284541,960,52425,147
1.23767E+18,244.2405068,17.52518955,16.15634,15.17865,14.9305,14.82433,14.83168,4671,301,2,109,2.45124E+18,STAR,-0.000115721,2177,54557,565
1.23766E+18,152.6951313,51.71095189,19.46288,17.60654,16.54637,16.08211,15.72727,2831,301,1,82,1.01669E+18,GALAXY,0.1440175,903,52400,11
1.23766E+18,132.2070279,46.49332045,19.20893,18.00222,17.52037,17.22936,17.06189,2243,301,4,115,8.59206E+17,GALAXY,0.04079477,763,52235,526
1.23766E+18,192.2076426,50.97044569,17.96646,16.62473,16.15303,15.99339,15.93037,2964,301,6,352,3.26297E+18,STAR,-2.00E-05,2898,54567,417
1.23765E+18,220.3048668,63.90961609,19.26872,17.69526,16.78589,16.36361,16.00983,1412,301,5,267,3.31816E+18,GALAXY,0.1139249,2947,54533,489
1.23768E+18,11.51067718,3.202811304,19.50103,19.43128,19.18091,19.22486,19.33806,7712,301,5,406,9.85284E+18,QSO,1.095877,8751,57685,332
1.23767E+18,213.1129328,26.76662311,19.36142,18.05021,17.49232,17.20602,17.07242,4649,301,3,192,2.39488E+18,GALAXY,0.03481996,2127,53859,344
1.23767E+18,182.3417763,35.7782306,19.34724,18.12536,17.55432,17.18421,16.94973,4552,301,5,86,2.37009E+18,GALAXY,0.09238576,2105,53472,263
1.23767E+18,282.6803008,19.45218041,16.85692,15.33898,14.60301,14.27397,14.09834,4828,301,4,226,3.16615E+18,STAR,0.000111154,2812,54639,423
1.23767E+18,47.23725042,0.671163271,18.47028,17.33179,16.91528,16.7191,16.63063,4849,301,5,770,1.20033E+18,STAR,-3.26E-05,1066,52589,428
1.23766E+18,7.067648131,-1.256714148,19.57646,18.19793,17.49496,17.10581,16.83399,4263,301,1,163,7.75823E+17,GALAXY,0.1325953,689,52262,285
1.23766E+18,325.3512504,72.91809644,18.67788,16.94271,16.06108,15.63452,15.3799,4134,301,3,155,2.85756E+18,STAR,-0.000136697,2538,54271,103
1.23766E+18,122.2227071,35.79558392,19.21307,19.17974,19.06732,18.94162,18.82122,2825,301,4,106,1.00436E+18,QSO,2.095327,892,52378,198
1.23767E+18,122.5836059,34.50364771,18.9585,17.84643,17.61584,17.33321,17.20119,6709,301,4,55,9.28959E+17,GALAXY,0.05309996,825,52289,334
1.23765E+18,189.6586394,0.564963483,19.55111,18.35776,17.82656,17.60795,17.46181,752,301,5,308,3.25963E+18,STAR,0.000423595,2895,54567,541
1.23766E+18,218.1222414,56.71644502,19.52575,18.44005,18.07129,17.88348,17.82293,3225,301,6,67,1.30734E+18,STAR,-0.000549439,1161,52703,601
1.23766E+18,229.7383128,52.35880614,19.19774,18.25638,17.92979,17.7922,17.76011,3225,301,6,121,3.71224E+18,STAR,-0.00106524,3297,54941,522
1.23766E+18,236.3759867,48.7691575,16.43133,16.31561,16.30245,16.30208,16.06311,3225,301,6,158,9.49046E+18,QSO,0.3996714,8429,57893,896
1.23768E+18,327.4281456,2.612726027,17.5311,16.52293,16.17419,16.03068,15.98111,7712,301,5,112,1.0318E+19,STAR,-0.000222403,9164,58045,950
1.23765E+18,165.2855454,5.035014928,19.17512,16.82696,16.03676,15.60736,15.26118,2126,301,4,308,6.53163E+17,GALAXY,0.03839008,580,52368,513
1.23766E+18,237.1925096,38.99509846,19.0006,18.75791,18.58335,18.6138,18.20155,3918,301,4,259,1.89152E+18,QSO,0.3514626,1680,53171,27
1.23766E+18,244.2858673,34.05996219,17.97459,17.07282,16.80874,16.71766,16.7051,3918,301,4,309,1.22861E+19,STAR,-0.000437837,10912,58253,952
1.23767E+18,16.63536922,-0.503292118,18.22899,16.76853,16.0548,15.66975,15.40053,4858,301,2,465,7.80256E+17,GALAXY,0.07339051,693,52254,25
1.23767E+18,13.88259661,-0.530219593,18.30911,16.39284,15.53008,15.12183,14.79922,4858,301,2,447,4.43622E+17,GALAXY,0.04407459,394,51913,63
1.23767E+18,100.1559906,37.78591278,17.46756,16.36377,15.91451,15.73773,15.6529,6573,301,5,132,3.01978E+18,STAR,0.000803389,2682,54401,421
1.23768E+18,16.41760388,-1.415708174,18.69619,18.22166,18.01088,18.00125,17.84007,7780,301,6,11,4.92372E+18,QSO,2.203076,4373,55811,587
1.23767E+18,249.0289321,62.36987814,19.49471,18.3836,17.91855,17.7549,17.72107,6122,301,2,101,2.88232E+18,STAR,-0.000686037,2560,54205,69
1.23766E+18,224.6068855,45.41737145,19.21197,17.94139,18.10692,18.25467,18.35545,3918,301,4,184,1.88714E+18,STAR,-0.000295601,1676,53147,461
1.23766E+18,227.6788713,-2.48181468,17.94268,16.81465,16.32751,16.03962,15.81837,2379,301,2,123,1.03927E+18,GALAXY,0.03735238,923,52404,252
1.23766E+18,195.7070867,59.86898249,19.247,17.45302,16.77684,16.55627,16.44913,2989,301,4,77,2.75412E+18,STAR,-0.000128377,2446,54571,624
1.23766E+18,26.35335777,0.969666768,18.78918,16.37082,15.04312,14.26446,13.78605,4263,301,6,292,2.14611E+18,STAR,-0.000175387,1906,53293,523
1.23766E+18,129.2337454,29.80177605,19.09796,17.34509,16.54681,16.15702,15.85711,3606,301,4,38,1.42777E+18,GALAXY,0.05026464,1268,52933,452
1.23766E+18,130.0799343,30.19466628,18.26736,16.40836,15.44684,14.93941,14.5194,3606,301,4,44,1.42889E+18,GALAXY,0.05109357,1269,52937,435
1.23766E+18,130.9138059,30.78939652,18.2668,16.36623,15.5013,15.08409,14.78504,3606,301,4,50,1.42889E+18,GALAXY,0.05145882,1269,52937,457
1.23766E+18,130.0468468,29.86105118,18.76921,17.40597,16.71704,16.35255,16.0679,3606,301,3,42,1.42781E+18,GALAXY,0.04991827,1268,52933,611
1.23766E+18,199.4867276,47.63826556,19.08623,17.6031,16.82528,16.42274,16.11975,3699,301,6,86,1.64509E+18,GALAXY,0.1315126,1461,53062,530
1.23766E+18,209.3053037,45.7550063,17.65681,15.76355,14.87099,14.44114,14.11985,3699,301,6,133,1.65072E+18,GALAXY,0.0630509,1466,53083,546
1.23766E+18,206.1382901,52.48164909,18.97361,18.57146,18.40697,18.30797,18.3284,3180,301,2,35,1.17319E+18,QSO,0.6786872,1042,52725,17
1.23767E+18,56.55044808,1.121091669,17.92085,16.09665,15.22353,14.76663,14.43068,4849,301,6,832,1.39846E+18,GALAXY,0.03798838,1242,52901,323
1.23765E+18,203.7328019,-0.174221532,18.16405,16.31732,15.45339,15.07242,14.75192,1404,301,3,32,3.35557E+17,GALAXY,0.07763901,298,51955,142
1.23766E+18,241.8618189,32.94560557,19.04405,18.25135,17.77756,17.79712,17.70526,3965,301,3,84,1.59778E+18,GALAXY,0.01603221,1419,53144,475
1.23767E+18,118.9173468,33.70602167,17.9886,16.3431,15.59159,15.20008,14.86316,6709,301,4,34,1.00326E+18,GALAXY,0.046132,891,52584,308
1.23765E+18,193.1443561,0.486433482,17.57911,16.6381,16.36195,16.25419,16.21042,752,301,5,331,3.28913E+17,STAR,0.000293025,292,51609,546
1.23767E+18,160.186904,17.99347212,18.7495,17.31133,16.6005,16.20619,15.96153,5935,301,3,290,2.91946E+18,GALAXY,0.07478034,2593,54175,22
1.23766E+18,133.8836308,63.6856853,19.20346,18.12022,17.64951,17.44617,17.3637,4264,301,4,205,3.69757E+18,STAR,0.000419464,3284,54907,420
1.23766E+18,155.0170938,5.425990177,18.33123,16.98334,16.35715,15.96024,15.74049,2986,301,1,243,1.12373E+18,GALAXY,0.07597131,998,52750,295
1.23766E+18,219.9771036,56.21919705,18.69885,17.47504,16.91372,16.54935,16.36972,3225,301,6,75,8.90665E+17,GALAXY,0.07991052,791,52435,285
1.23767E+18,123.7961396,9.537091669,18.23717,16.31585,15.39333,14.92349,14.52914,5935,301,3,47,2.72581E+18,GALAXY,0.04556687,2421,54153,17
1.23765E+18,132.308803,0.985407015,18.5629,17.37638,16.83822,16.47843,16.29918,1239,301,6,80,5.25958E+17,GALAXY,0.07032876,467,51901,593
1.23766E+18,212.3714165,-1.954909236,17.82634,17.43586,17.55611,17.46945,17.57172,2334,301,4,110,1.03144E+18,QSO,0.6376748,916,52378,434
1.23767E+18,351.9383119,7.505429663,18.92135,17.9286,17.54487,17.38401,17.30659,5598,301,4,62,6.94246E+18,STAR,-0.000131439,6166,56181,575
1.23766E+18,186.5719988,52.54189184,19.11607,17.18578,16.28107,15.87304,15.54223,2830,301,4,426,9.95345E+17,GALAXY,0.07584065,884,52374,179
1.23765E+18,13.33179562,-10.40330289,16.89695,16.05257,15.76134,15.64895,15.53158,1740,301,2,110,7.39769E+17,GALAXY,0.01469028,657,52177,193
1.23767E+18,208.42766,33.68727201,19.36744,17.51242,16.59769,16.1722,15.87284,4576,301,6,577,2.38364E+18,GALAXY,0.07734655,2117,54115,386
